,ID0,Tweet
13297,,そのとおり貴殿も含め https://t.co/21mHa025Su
13298,,RunLanUAT: さすが。お下劣でいらっしゃる。 https://t.co/3vFyDRHFFc
13299,,RunLanUAT: はい。そうです。 https://t.co/3SOS9N9ioV
13300,,異常です https://t.co/J5OFzFNqmy
13301,,グレタは操られてることに気づかない学校できちんと教育を受けないから https://t.co/xBcNYahTdv
13302,,: @4iM9w0rCX5fRMkD @BKBzhxtLTrApc9X @uaa1965 @LaGingFucking 外国資本に買われまくっているのは、対馬に限らないんですよね。北海道は有名ですけど、都市部も相当中国資本に買われています…
13303,,: 長崎県といえばハウステンボスのイメージが強いですが、実はそのほかにも魅力的なスポットが数多くあるんです！この冬は自然と絶品グルメの宝庫・長崎県対馬へぜひ行ってみませんか？ →https://t.co/8zvBb6jt07 https:/…
13304,,0130: @P2qTvzvKhGH6UN2 @8ueBd6tf29iYRpZ @takagi_junko @setsugetsu_huka @miyakosyn_35201 @Pyo0072 @masuyamasigayru @3KoxQwCYw44MQB8…
13305,,@BKBzhxtLTrApc9X @uaa1965 @LaGingFucking 日本は、日本人が持つべきもっともだと思います。ただ現状ではそう考える対馬市民もいるという事実。政府が積極的に動くしかないと私は思います。＃日本　＃対馬　＃防衛省　＃国土交通省
13306,,VIdwkqYjoZV2q7: 貴方に問います…(￣^￣)日本🇯🇵の''行政の長”として一番相応しい政治家は誰だと思いますか❓（´-`）.｡oO答えた後、是非ともRTお願いしてます…m(_ _)m#安倍晋三 #枝野幸男#志位和夫#玉木雄一郎
13307,,: 91と94歳の韓国の元徴用工が語る「日本人は親切だった。差別や暴行もなかった。同じ労働条件で、同じ賃金をもらっていた」「私は日本人が好きでした」 : ツイッター速報 https://t.co/ucOQMnRTlS
13308,,: 丁度昨日定員に達して終了したそうです。途中100名の追加があったそうなのですが、すぐに一杯になったとのことです‼️現在はキャンセル待ちの状態ですが、また対馬応援キャンペーンが開催される可能性もあるということでした♪国内からも沢山の方が対馬…
13309,,1965: @4iM9w0rCX5fRMkD @LaGingFucking 不動産の広告がありましたよ韓国資本かはわかりません。高齢化のため、空き家が多く見受けられます。正直、そのまま眠らせるより、韓国人であろうがなかろうが買う人があれば、売却してもおか…
13310,,@uaa1965 @LaGingFucking やはり高齢化による土地の売却等があるのですね、、＃防衛　の観点からも　＃日本政府には土地の保全のため頑張って欲しいですね。このままじゃ　＃竹島　のように　＃韓国　が　＃不法占拠… https://t.co/jRvPLXn7ml
13311,,1227: 【きょうの「玉城デニー知事がもっと好きになる！知事就任前の素晴らしき活動をネトウヨにもっと知ってもらおう！」のコーナー】第1回「玉城デニー、2015年2月22日に米軍基地の敷地内に侵入し一時拘束された山城博治氏の解放を要求するため名護署に押しか…
13312,,RunLanUAT: 横浜市民です。歓迎なんかしてません。迷惑でした。土曜日の横浜駅西口でこんなことやるなんて迷惑でしかない。 https://t.co/aiu1v9GS4B
13313,,RunLanUAT: 「竹島あげたらよい」と言った政党党首ってどこの誰だよ！💢 https://t.co/mffs2GGvZO
13314,,1227: 「日本という国を尊重し、日本代表として誇りを持ってプレーした具智元選手のような人ならば韓国人であっても暖かく迎え入れるのが日本人。ヘイトとして規制するのではなく、このような韓国人を増やすことが真の日韓友好の第一歩だよね」と言っていた、川崎市在住のハ…
13315,,@uaa1965 @LaGingFucking 土地が買収されているという記事を目にしましたが実際はどんなかんじですか？
13316,,だそうです https://t.co/zbRuB6TlJ4
13317,,RunLanUAT: 山本太郎さんと安倍首相の二択の投票だそうです。皆さんどうぞ。 https://t.co/HAEzd7Jthq
13318,,KiminoMikataya: 日本人「日本人差別を無くそう！」〇〇人「バーカ、帰れ！」日本人「うるさい、お前こそ帰れ！」〇〇人「はいヘイト、罰金50万」 https://t.co/zAwTR3KH3x
13319,,: 世の中にはムチャクチャなことを言う人間が沢山いるが、それは四つのパターンに分けられる。①かなりバカ②論理的に考えることができない人③精神的におかしい人④洗脳されてる人⑤ムチャクチャを承知で言ってる人立憲民主党や国民民主党や社民党や…
13320,,@uaa1965 @LaGingFucking そうなんですね！＃対馬　を応援していますので‼️
13321,,2: 「自分に優しく、他人に厳しい」の模範的投稿。ネット民から、蓮舫氏の二重国籍疑惑について「戸籍を公開したら良い話。とてもシンプル」などと言ったコメントが多数寄せられています。 https://t.co/FibZMFOKlK
13322,,@uaa1965 @LaGingFucking 対馬市民のかたですか？
13323,,1965: #対馬#イマソラおはようございます日中は暖かくなりそうかな…今日の比田勝港 https://t.co/qaM7Ts3DGQ
13324,,Sankei_news: ＥＥＺで中国海洋調査船　日本最南端の沖ノ鳥島沖https://t.co/cipJPlCrdH中国の海洋調査船「科学」がワイヤのようなものを海中に延ばして漂泊しているのを、第３管区海上保安本部（横浜）の航空機が確認。航空機はと中止を要求しま…
13325,,: テレビ朝日「報道ステーション」は過去にも同様のことを繰り返しています。ジャーナリズムとしての追究はもちろん重要ですが、あくまで事実をありのままに伝えることが前提です。事実と異なる結論ありきの編集やコメントは、ジャーナリズムとは言えませ…
13326,,@rei5884007 確かにアナウンサーは一社員ですからアナウンサーは朝日に就職したことを後悔するくらいしかできない悪いのはもっと上
13327,,5884007: アナウンサーに謝らせるのではなく、制作陣が謝れ。ディレクターや構成作家が出てこい。アナウンサーに罪はない。だから、印象操作をやった(やるよう指示した)裏方が出てきて謝れ。 https://t.co/eejWQUjG2Q
13328,,: 具体的言及がないのは、能がないからなのよ？ずっと当たり障りないかっこ良さげなこと言って逃げ回ってただけの勘違いイケメンだからNE https://t.co/rR5acu9P7t
13329,,＃朝日クオリティーバラエティーは好きだから見るよ笑いのセンスを報道番組で使っちゃダメだよ‼️ https://t.co/RORMUms7HX
13330,,2000: 異文化#福島瑞穂  https://t.co/jrPPGwORev
13331,,: 報道ステーションが「切り取り報道」で世耕氏に謝罪　世耕氏は便乗した蓮舫議員にも一喝するも蓮舫議員は懲りずにブーメラン投稿https://t.co/gZVdhHURXh＃テレビ朝日 #自民党 #立憲民主党
13332,,C5MhWZdR7j5f9uC: ＜これが立憲民主党だ！＞辻元清美天皇が生理的に嫌い！あの一族と空気を吸ってるだけで吐き気がする…！しれっと似合わぬ着物姿で即位正殿の儀に出ていたのは誰？こんな奴らが皇室の未来を考えるとかバカじゃないの…！ https://t…
13333,,YatagarasuOyaji: これ日本人なの？ https://t.co/SOw82JR2gn
13334,,@YatagarasuOyaji @V3YtLI2dQ7oqglv 在○にしかみえません
13335,,_hopechan_: 【第2のグレタ】8歳のドイツ環境活動家、『COP25』会場外で熱弁「政治家が無意味な言葉で時間を無駄にする間に人々は死に家を失う」また子供を利用する大人が出てきたな。「柳の下の二匹目のドジョウ」は居るのかな？しかし8歳の子供を使うのはやり…
13336,,DDaizentiger: @neto_uyoko @53wf87Rrc4Z56BM @19841Lovecraft おはようございます。( • ̀ω•́  )ｷﾘｯ✧🇯🇵🎌⛩️🌸本日は竹輪の磯辺揚げ食べますよ（笑）先日靖国神社で紅葉を見て来ましたよ(*•̀ᴗ…
13337,,いやいや、ニュース見ろよ共同所持になったのは沢尻エリカが現行犯逮捕されその後の捜査からだよこの短文にこんだけ誤情報を詰め込むのはもはや才能 https://t.co/9ZJmu4vEty
13338,,: 釣られた上に嘘松かまして、苦し紛れに訂正とか救いようがねぇw【嘘松】左翼さん、syamuさんのコラ画像に釣られて架空の人物と出会ったことにしてしまう#syamu #ゾット島 #イオン諸島の戦い #コラ画像 #ネタ #釣り #左翼 #ブーメラ…
13339,,JAPANQUALITYNOW: @SekoHiroshige 蓮舫の謝罪に期待して明日を楽しみにしておきます(*^^*)  あれだけ他人責めるんだから自分の時はさぞ、しっかりした謝罪があるはず( ≖͈́ ·̫̮ ≖͈̀ )ﾆﾔｧ
13340,,似た者同士類は友を呼ぶ　　　　と言ったところでしょうか？ https://t.co/anWPiBoRoQ
13341,,F7rLJ9N9nD1Sc4: 日本もNHKにメスを入れるべきですね。国民から金を巻き上げておきながら私腹を肥やし、公共放送とは名ばかりの偏向放送を垂れ流してます。こんなの害悪でしかないでしょ。 https://t.co/8Tla9NIJSX
13342,,: ミヤネ屋は在日韓国人の為の報道が多くなってきたな、在日韓国人の為の放送局か。既に、在日に汚染されてしまい、日本の地上波を汚染しているのが現状だ。情報番組『ミヤネ屋』、韓国まで出向き自殺したク・ハラさんの自宅前から中継  https://t…
13343,,もはや理解不能＃くと打ってクリスマスって出たらリア充くで安倍さん出てくるって大好きやん！ https://t.co/uQ39A0yv3U
13344,,RunLanUAT: 対馬産直の駅豆酘さん @kouhei2708 の通販でお取り寄せした「ひようぎ貝」殻から身が外されて冷凍した状態なので、解凍後すぐに調理できて便利。ホタテに似ているが、ホタテより濃厚な味と香り。日本酒のお供にバター焼きと佃煮してみました。#…
13345,,YatagarasuOyaji: 麻生太郎「朝日がいくら安倍さんを攻撃しても、若い人はもう新聞を読んでいませんよｗ 部数は減るし、記者の質も下がるw スキャンダルは全部『週刊文春』におんぶに抱っこw」〜アノニマスポスト麻生さんのこういうところは好きだなあ。麻生さんも…
13346,,5151: 今日石橋学氏との2回目の裁判が終わり、裁判報告会の後、中核派デモのカウンターのため警察に道路使用許可申請を行いました。家に帰ると注文していたノボリが届いており、【12月14日午後から川崎第3庁舎前での中核派デモカウンター街宣】の準備が整いま…
13347,,8227: 国内全土で異論を唱える日本人の口封じが進んでる。危険過ぎる。 https://t.co/5naM8bGSpe
13348,,RunLanUAT: 防衛副大臣、対馬へ。次回はぜひ、やまねこ部隊も。 https://t.co/J918P4912L
13349,,_tamogami: 長崎県対馬では日韓関係の悪化により韓国人観光客が激減しているという。しかし韓国資本による土地買収は相変わらず進んでいるようだ。このままでは対馬が合法的に韓国人に乗っ取られてしまう。外国人の土地買収を制限する対策が取れないものか。将来が心…
13350,,: 保守速報 : 【速報】麻生副首相「韓国が現金化する場合、金融制裁を断行する」 https://t.co/VEiDZE5yJe
13351,,: バカの一つ覚えの言葉「戦闘機買う金を福祉に回せ」それをやった国があります防衛予算を福祉費に回した⬇️戦争に巻き込まれない為に軍事同盟に参加しなかった⬇️ロシアが侵攻⬇️福祉が大幅に悪化環境も背景も違う、と思う人は平和…
13352,,二度と来るな❗ https://t.co/RSdN2k9uel
13353,,そもそもどの番組に出てても観てないから大丈夫です😁 https://t.co/iytv4JnwcT
13354,,あげあしとってよろこんでもね、おさっしします https://t.co/VBJoyPMwIu
13355,,: 対馬「韓国化」不動産買収止まらず…  中国人の姿も目立つように https://t.co/B72rJuyjkP @sharenewsjapan1より
13356,,押し間違え多すぎw韓国大統領って、 https://t.co/ygVw0mQx2w
13357,,SHIROKUMA0824: 大阪弁護士会が「死刑廃止」決議採択 都道府県レベルの大規模な弁護士会で、死刑制度への立場を明確に打ち出すのは初めて。←弁護士会って本当にバカじゃ無いのか？https://t.co/2hSL4unke7 @Sankei_newsより
13358,,長崎県対馬市も付け加えて❗＃対馬 https://t.co/Oiydrc7bjL
13359,,Lg6OwhtvKIZ61Jo: 朝日新聞の体質等変える必要は有りません。これ迄偏向報道や明らかな嘘を報道し、国を貶めて来た罰です。潰してください。 https://t.co/6IDTxaG5W6
13360,,: 【川崎ヘイト条例】自民党が「日本人差別にも罰則を」と付帯決議→サヨク「条例を台無しにするな！」と発狂#川崎 #まとめhttps://t.co/xuH6GUSInn
13361,,8ueBd6tf29iYRpZ: ＃皆様にお知らせ　本日、ようやくTwitterが出来るような状態になりました‼️無力さを改めて感じました😭一方、無力な私を心配してくれていた仲間の皆様がいたこそ、何とか出来るようになりました❣️仲間に感謝🙇‍♂️政…
13362,,@AQoDl3RkJxEuhJu @tyatorashiro 同じこと思いました！
13363,,@Kyoto_bojou もっとまともな議論して欲しいですね左の方々にはそれについていく国民がいるのにも？ですけど「国民=日本国民」じゃないですが笑
13364,,いちばん現実的麻生さんはぶれないから好き https://t.co/9b2UeVIrh3
13365,,RunLanUAT: 各政党支持率/NHK世論調査自民党がマイナスになったのは桜が原因だと思うが。野党も軒並み支持率落としてるのも桜のせいだと思う。https://t.co/oRxZ0GKA0M
13366,,MOJ_HOUMU: 【#法務省 フォトニュース】令和元年１２月７日（土），国立京都国際会館において，第２回京都コングレス公開シンポジウムを開催しました。フォトニュースはこちら👉https://t.co/ISVEY9Z5KX https://t.co/f3OhmtW…
13367,,視聴者としての意見だが全く面白くなかったむしろ最後のマイク含め不快感しかなかったあ、あれですか？サンドウィッチマンがネタでやってたお笑い芸人はいるのにお怒り芸人はいないっていうところに目をつけたんですか？ https://t.co/RpDTUj4ssO
13368,,環境大臣がこんな遅れてることをどや顔でやってるようじゃねw#小泉進次郎 　＃環境大臣のブラックジョークだと思いたい＃マイバッグ https://t.co/onsyJuX3Ql
13369,,Zakky_C_Poteki: @4iM9w0rCX5fRMkD https://t.co/NAhxKijZHl
13370,,@Zakky_C_Poteki 戦後の共産党の経緯は私も知っていますこれからでもどうにかならないですかね？
13371,,@Kyoto_bojou まともな政党は自民党だけ野党はひどすぎるもっと頑張って欲しい
13372,,WWUK_twt: ‼️韓国人による対馬の土地買収問題に関する産経新聞の記事を韓国メディアが批判する。その他、色々な情報をお伝えいたします。(今日9時からライブチャット配信です)沢山のご視聴をお待ちしております🙇🏻‍♂️https://t.co/6RXd1vi…
13373,,やっぱり産経の好感度爆上がり＃共産党　は消えて https://t.co/anffgcQKtI
13374,,YatagarasuOyaji: おめでとう！！！室井佑月のテレビの露出が減るぞ！祝いだ，祝い！！！ https://t.co/bRzk7vaTFO
13375,,@V6bmblji8AW9wFr @YatagarasuOyaji 確かに、、
13376,,: @hellopolicy https://t.co/qiwtBWQ95C
13377,,11910713: @hellopolicy ふーん。ところで、これ日本っていう国の自衛艦旗なんですけど、この赤と白のコントラスト、聖徳太子が隋への親書に書いた「日出る処」にふさわしい朝日をモチーフにした素晴らしい旗だと思いませんか？？ https://t.c…
13378,,自国を愛し誇らしいのはいいが他国に迷惑かかるようなことは恥として受け止めて欲しいまあ、韓国に期待はしていませんが https://t.co/7q7KrA5vbd
13379,,: 野党が内閣不信任案を出さなかったことで、「桜問題」を本気で追求するつもりが無いことが分かった。自民党の評判は落としたいが、解散にはなって欲しく無いという根性が丸出しになった。だから今の野党はダメなんだ。
13380,,: 男性が主夫をしようとするとヒモ扱いで女性が主婦をすると年収1000万扱いこれって差別ですよね
13381,,Lg6OwhtvKIZ61Jo: 外国人への不動産の売却は禁止するべきです。外国人に売却するぐらいなら、政府が買い取る法律を制定してください。 https://t.co/vd9m2fm737
13382,,あなたの自己満パフォーマンスにはついていけない https://t.co/Vn9zPYubDA
13383,,: 保守速報 : 対馬、和多都美神社「韓国人団体が拝殿に土足で侵入しました」「注意したがまったく反省してない、なぜ怒られているのか理解してない。拭きもしない」 https://t.co/BljBLiiXWD
13384,,産経の好感度爆上がり#産経新聞 https://t.co/VsJczZPEZ4
13385,,: 皆さんのお陰で、わずか3時間で10000RTを達成しました！朝日新聞の報道姿勢に対して、これだけの人が怒りを表明しているということを、朝日新聞社は重く受け止めるべきと考えています。RT活動はさらに続けたいと思います。
13386,,: ★「朝日新聞社は廃刊すればいい！」と思う人は、リツィートをお願いします！もし10000RT行けば、朝日新聞社の経営陣も少しは考えるかもしれない。
13387,,: 番組の中でデタラメを言って人を傷つけておきながら、本人からの訂正も謝罪もなく、番組側にツイート一本で謝らせる。そんなのはただの卑怯、無責任、人間として最低である。 https://t.co/hEdPyKV0ii
13388,,1227: ついにTAMU公式HPを大幅に更新！某カフェで作成中にネトウヨが差し向けてきた、金髪を膝まで伸ばした上にサングラス姿で10cm以上のハイヒールを履いた小太りの明らかに怪しいネトウヨおばさんに隣に座られて超絶監視されまくったが、負けずに更新したぜ！…
13389,,_aojiso: 鳩山元首相「米国による覇権時代は必ず終わらせなければならない！」習近平の前で絶叫 https://t.co/tuDiSg2Fs6何がどうなったらこんな人間が出来上がるのか･･･日本にとって一利も無い糞害だけを撒き散らす元総理･･･(´…
13390,,: マスコミって最強だよね。嘘も捏造もやりたい放題で、与党の悪印象を大衆に刷り込んでも、ちょろっと謝って勝手に自己完結させて何度も繰り返す。視聴者のほとんどには訂正なんか届かないから、まさに殴ったもん勝ちの犯罪特権。日本が良くならないのは、こい…
13391,,45hiro_55chiko: https://t.co/rs5mB3ZlCA https://t.co/7Fn4y7FHRy
13392,,_sutan: NHKが携帯料金から受信料を上乗せして徴収しようとしているようです。このままだと本当にそうなってしまうかもしれません。そんなの冗談じゃない❗️って思った方は是非パブリックコメントで反対意見をお願いします。私も初めてして来ました。期限は…
13393,,018: 川崎市民ネットという団体ですが、どうやら【川崎在日ネット】が正体です。日本人ヘイトもダメという自民市議の提案をつぶせと必死にプロパガンダしてます#川崎市日本人差別条例反対 https://t.co/tEcUzC5S2j
13394,,＃共産党＃日本共産党#ジャパンライフ https://t.co/Hc6GdRsQTi
13395,,_live: 共産党の投稿にこの記事をぶら下げると非表示にされるという報告がみんなで追いつかないスピードでぶら下げて行きましょう検証「安倍総理、秘書官時代にジャパンライフ会長が外遊に同行」→テレ東の捏造と判明！国会議事録を切り貼りつなぎ | KSL-Live…
13396,,ポッポッポはとポッポ～政権欲しいかそりゃ無理だ～みんなでなかよく野党だよ～ https://t.co/1zjg3m3ihj
13397,,8: 負のスパイラル政治家がバカなことばかりやる↓国民が政治に関心を失う↓投票率が下がる↓特定勢力に推された馬鹿な政治家が当選する↓最初に戻る
13398,,_yota0309: このお嬢様は、自分以外の人間は下僕にしか見えないんだろ。環境問題を利用した新たな差別主義者が誕生したな。 https://t.co/Wb2tOpAhVx
13399,,WWUK_twt: これはまずい...どうにかならないものなんだろうか。 https://t.co/sn6RESP9b6
13400,,@tycS0T3p7V6gMI8 ですよね(&gt;_&lt;)どんな判決になるかな😰
13401,,@EulbugI6EsD81qz 同じくです🐱
13402,,@I4LVaot8rG5z6v3 都合悪かった方がいるんでしょうね💦山口氏を貶めてライダイハンの記事の信憑性も怪しいって主張しそうです😰
13403,,@ninoashi235 @1192japan11 おかしいですよね(´•̥ ω •̥` *)
13404,,@kimetsuzuki オールスターズ！
13405,,@leothecat690915 大和撫子(ﾉｼ`&gt;∀&lt;)ﾉｼ
13406,,@PiPi09171827 日本下げは許すまじです(💢'ω')
13407,,@apology42 日本の敵なんですよね、この人たちは💦
13408,,@kJMzQvuyHYKPvmi 何とかしたいです😰
13409,,@bethetop_tigers まさか。。。🧐
13410,,@marvelousnippon 見てなかった💦
13411,,@boyj69 ですよね(&gt;_&lt;)
13412,,まともな日本人なら伊藤詩織女史の言動には疑念を抱くはず。Tokyo_umare🇯🇵さんがBBCの記事から今回の件がKuTooや朝日新聞と繋がっていることを指摘しています。日本は性差別が酷い国だと主張したい人達がいそうですね。… https://t.co/z3mGxfntke
13413,,@kenkanajyuma テンコさん、お誕生日おめでとう🎂🎉🎊素敵な一日を❤
13414,,@KaIntial 甘やかし過ぎましたね😰
13415,,@27gangan 付き合う必要ないですよね(´･_･`)
13416,,@2010kumazo ホントに💧
13417,,@nkboki お祓いしますかね🎌
13418,,@gLsOx2nuEssUfg7 ですよね💦
13419,,@Cozyrice0423 棚ぼたで出来ちゃったから💧
13420,,@bl_osaka 確かに(●'ｗ'●)
13421,,@manjiya7 放置してる日本も甘いですよね💧
13422,,@010254mh スパッと縁を切りたい(&gt;_&lt;)
13423,,@kotenpan7878 別ですよね|*･ω･)
13424,,@7xLlmDlQDtQ5l3b 全くですよね！
13425,,@h_nakata_access 韓国にまともな政治能力があるとは思えない😰
13426,,@one1nyan2 ヤクザ😰
13427,,@panchi4165 始まるかな💦
13428,,@paraiso3568 やはり。。。😒
13429,,@uu98S6CVpxsGuwJ 全くです！何で日本の宿題になるのか意味不明(&gt;_&lt;)
13430,,@KenSasuke336 非常識な国ですからね(´-д-)-3
13431,,@bethetop_tigers あさちゃんさんのお気に入りの言葉だ🐱
13432,,@sakura50921112 国会Σ( ˙꒳​˙  )!?
13433,,@2fpXL5RbRf6lLYC 心掛けて頂きたいですよね(&gt;_&lt;)
13434,,@yas910631 流石です！もう彼らの行動予測が出来ますよね💧
13435,,@operao_tm ですよね(･ω･｀*)
13436,,@HAKKINEN402 友好関係なんて日本が損するだけ😞💨
13437,,@kitasan0 日本は引っ越したい(´•̥ ω •̥` )
13438,,@cnw75953 予感を通り越して確信してます🐱
13439,,@compas311waya2 だから国境の壁を作りたい。。。
13440,,@Imrtuq28Kbkjrv4 ね！( ・∇・)
13441,,@MA9MRUpQtYnCgnj ブルースマンさん、おはよう🐱もう何でもかんでも日本が悪い病に掛かってるからね😰付き合うだけイライラしちゃう(&gt;_&lt;)
13442,,@PNFBLRp1Ulm4pGh 絶対また要求してくると思うんですよね。。。そのために日本が強制連行したって強く主張してきてるんだと😰
13443,,慶尚南道の金慶洙知事「現在も慶尚南道に生存者が約８００人いる。被爆者（援護）の問題は、韓国と日本が解決しなければいけない宿題でもある」まさか日本に韓国人被爆者の賠償を求めたりしないよね？「引っ越せない隣国、緊張緩和を」日… https://t.co/TUxhbh2FHp
13444,,@koko233183031 ナイスd(≧▽≦*)
13445,,@FlatChested2 ありまくりですよね～(´･_･`)
13446,,@717kotodama3443 間違えたかな？でも頑張って欲しいです(&gt;_&lt;)
13447,,@halo8080 そうですね。緊急事態の時の体制を見直すのも必要です！
13448,,@go_go_538 地方から乗っ取られてしまう(&gt;_&lt;)
13449,,@ozawajun 悪夢(๑• . •๑)？
13450,,@tomomi1214110 ですよね(&gt;_&lt;)批判するべきは沖縄や愛知を始めとする反日知事！
13451,,@ryosinmarimamu1 かなり真っ当だと思います！
13452,,@nagoyanotakeshi 私も！
13453,,@VERTEX8VERTEX8 メディアの思い通りにはさせない！
13454,,@takutaku4124 メディアは信用出来ませんね😰
13455,,@wDJjtfojgIgV4SN 良かった(*&gt;ω&lt;*)
13456,,@kirinji3000 朝日新聞は読む人の気がしれません(&gt;_&lt;)
13457,,@kumamoto_report 半島は確かに失礼💧
13458,,@Naka88396107 ですよね💦
13459,,@nbJ14g0nb8W758X @bsGaMZjSngxMbk7 知らなかったです(´•̥ ω •̥` *)
13460,,@Y44516084 見たことない💧
13461,,@you_cook_rubbit 野党議員とかの不祥事はスルーするくせに。。。
13462,,@hana_jeri ホントに多いですよね💦しかも日本語がまだ出来ない人をよく見かける気がします😰
13463,,@yamanoasao 良かったです🐱
13464,,@cHMprSl1ckCh035 仰る通り！
13465,,@windskysumm メディアに流されると反日の政治家だらけになっちゃうから💦
13466,,@kJMzQvuyHYKPvmi 何とか引きずり下ろしたいと思ってますよね💦
13467,,@boyj69 韓国式？Σ('ω'ｏ)
13468,,@PNFBLRp1Ulm4pGh 立派な侵略ですよね。日本は絶対に認めちゃダメです！
13469,,@jin7row う～ん、愛国議員は応援したい！
13470,,@kazztac ですよね🇯🇵
13471,,@WTl6lBlNWGvwGmN ドラマかな？🙄
13472,,@Cozyrice0423 えっΣ('ω'ｏ)
13473,,@waka44110 外国人参政権はダメです(&gt;_&lt;)
13474,,@DgciPDfFAclX2O5 これも朝日新聞の工作です💦
13475,,@hondien2 流されないで(´•̥ ω •̥` *)
13476,,@h_nakata_access 公務では本名を使用してますね🇯🇵
13477,,@lulu_happy2 朝日新聞は疑わないとダメですよね～(´•̥ ω •̥` *)
13478,,@yahei1979 私も気を付けます( •̀  •́ゞ)
13479,,@4BPntlA9VgxtzZB 良かった♪
13480,,@ajtuchida 外国人参政権は認めちゃダメですよね(&gt;_&lt;)
13481,,@Blue63926975 朝日新聞が反日の政治家を叩くわけないですもん(´-д-)-3
13482,,@KQxzpzBuvsfHwqH @27gangan 私も🐱
13483,,@junkazurs メディアは疑うべし！
13484,,@kovakayou メディアは基本的に反日ですからね💦
13485,,最近、メディアが批判してる森田健作知事は民主党政権の時に外国人参政権に反対して、千葉県議会でも2009年の定例会で外国人参政権に反対する意見書を可決してるんですよね🎌ｄメニューニュース:森田健作知事、台風直後に私用で都内へ　散… https://t.co/naUQVYdfVc
13486,,@IzumiAsano 品性下劣です(&gt;_&lt;)
13487,,@0324Metatrn 変わると思ってるんですかね😥
13488,,@sairenjimas ホントに迷惑な隣国です(&gt;_&lt;)
13489,,@ninoashi235 世界中でこういうことしてそうですよね😰
13490,,@I4LVaot8rG5z6v3 ホントにタチが悪い(&gt;_&lt;)
13491,,@kotenpan7878 やることないのかな|*･ω･)
13492,,@xCRf5XS9Rp12UIb 全くです(💢'ω')
13493,,@amgtko 放置は危険です(&gt;_&lt;)
13494,,@kimetsuzuki 矛盾だらけですよね(´-д-)-3
13495,,@SFMeJnTtCWVja1U 当てはまります⭕
13496,,@Xm3H3r2oB1nfcjE 間違ってますよね💦
13497,,@yas910631 どうやら西海も主張しだしてるようです💧
13498,,@ikbIFWvzsEklzIK 許せないですよね(&gt;_&lt;)
13499,,@cnw75953 笑いながらしてるところがまた怖いです(&gt;_&lt;)
13500,,@boyj69 やりたい放題😰
13501,,@bethetop_tigers 捏造が止まらない💧
13502,,@Duke86377921 ですよね！
13503,,@1tGgU7xoYmJYFAW どこでこんなことしてるんですかね(&gt;_&lt;)気付くの難しいと思います💦
13504,,図書館で地図に書かれてる「日本海」の上に勝手に「東海」のシールを貼ってる(&gt;_&lt;)こんなこと世界中の図書館でやってるのかな？日本の図書館も確認した方がいい気がする😰もし日本でもやってたら器物破損なので逮捕してくださいね🚓 https://t.co/4ZRrmKtHPX
13505,,@kurovara1 腹立たしいですよね(&gt;_&lt;)
13506,,@HEIDIAOMORI また出ました！
13507,,@conservative_L 日本の戦時中の行為に対するデマも立派なヘイトですよ
13508,,@BELL_root 許すまじ(💢'ω')
13509,,@yamasin50 ねぇ(´-д-)-3
13510,,@IZUMO96185101 ホントに無理しなくて良いのに💧
13511,,@hzxbdq3DbrBE2dW 明白です！
13512,,@kagami20201 政府は何をしてるんでしょう😰
13513,,@iceman_live 全くです！
13514,,@NLE0AGfes2fkrD1 おかしいですよね💦
13515,,@o8vOCfgSUU9aTDL 何とかしたい(&gt;_&lt;)
13516,,@kazz65530844 酷いですね(&gt;_&lt;)
13517,,@h_nakata_access スパイ防止法が必要です！
13518,,@OivtFwusJ7PAJcY ですよね！
13519,,@kiyokon9 ですかな🧐
13520,,@syutendouji4 1番🐱
13521,,@ddvVVzFJQAQ91YD ありがとうございます！
13522,,@yaaakamiikoro1 ですよね(´-д-)-3
13523,,@nana_chan611 ホントに腹立たしい！
13524,,@maipon2469 枯れないで～(´•̥ ω •̥` *)
13525,,@yyama02279331 治るかな🐱
13526,,@CquhjkHrDJAzr2e ホントに(💢'ω')
13527,,@I4LVaot8rG5z6v3 全くです！
13528,,@LiiU8PAtssqMX49 ですよね🧐
13529,,@1xp3bnU1Y4hgrRP 感情的ですからね💧
13530,,@KaIntial 加害者が被害者に💦
13531,,@0510PS0175 知らせましょ！
13532,,@Kyuchan36516967 ホントに(💢'ω')
13533,,@7xLlmDlQDtQ5l3b 全くです！
13534,,@kikuichjmongi ウソじゃない気が😰
13535,,@xCRf5XS9Rp12UIb 酷いですね(&gt;_&lt;)
13536,,@pajero_w ねぇ🐱
13537,,@soufre103 またまた出ました！
13538,,@Imrtuq28Kbkjrv4 そこΣ('ω'ｏ)
13539,,@7EeYL18jLKmcUPa 全くです(´•̥ ω •̥` *)
13540,,@HIROMARO_usa 全然申し訳なくない！
13541,,@kJMzQvuyHYKPvmi 話を聞かない人達😰
13542,,@dengekisakura11 同感です！
13543,,@Duke86377921 ホントに(´•̥ ω •̥` *)
13544,,@bethetop_tigers 思えませんよね(&gt;_&lt;)
13545,,@PNFBLRp1Ulm4pGh 反天連のデモは表現の自由らしいです。。。
13546,,@LadyCafeDe1 どちらにしても戦後に日本で朝鮮人がやりたい放題してたってことですかね？https://t.co/GuSOcO1FEg
13547,,@kotenpan7878 私も肉食です～🐱
13548,,@kotenpan7878 今夜、美味しく頂きます🐱
